perimetro,area,DPA_PARROQ,DPA_DESPAR,Area ha,Parroquia,COD,PIT,CLASIFICAC,SUBCLASIFI,NIVEL_USO,PIT_TRATAM,ACT_GENERA,USO_GENERA,SECTOR,COD_UE,SUBCLAS_UR,COD_PARR,ubicacion,tratamient,densidad,area_2,codigo,zona,LOTE_MIN,DENS_PROP,ALTURA_MAX,SUBCLASS,area_m2
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,12.360679473988984,,RU,"0",,"0",PRODUCCION,123606.7939
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,12.360679896396348,,RU,"0",,"0",PRODUCCION,123606.7988
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,4.069203386732837,,RU,"0",,"0",PRODUCCION,40692.0332
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,12.360679495788737,,RU,"0",,"0",PRODUCCION,123606.7964
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,5.651955036685530,,RU,"0",,"0",PRODUCCION,56519.5518
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,12.359433989673729,,RU,"0",,"0",PRODUCCION,123594.3403
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010154",,,,12.360679670644672,,RU,"0",,"0",PRODUCCION,123606.7959
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,6.308110468419078,,RU,"0",,"0",PRODUCCION,63081.1060
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,11.222440653336452,,RU,"0",,"0",PRODUCCION,112224.4082
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,0.614056757731663,,RU,"0",,"0",PRODUCCION,6140.5684
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,16.050825172163446,,RU,"0",,"0",PRODUCCION,160508.2524
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,5.378214157392984,,RU,"0",,"0",PRODUCCION,53782.1431
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,4.786945328823658,,RU,"0",,"0",PRODUCCION,47869.4536
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,19.371159193758512,,RU,"0",,"0",PRODUCCION,193711.5894
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,1.052803618486602,,RU,"0",,"0",PRODUCCION,10528.0366
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,24.670998050215900,,RU,"0",,"0",PRODUCCION,246709.9810
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,1.484408597519842,,RU,"0",,"0",PRODUCCION,14844.0845
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,1.971765442713565,,RU,"0",,"0",PRODUCCION,19717.6538
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,5.728570774451594,,RU,"0",,"0",PRODUCCION,57285.7100
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,7239.405243750000409,,RU,"0",,"0",PROTECCION,72394052.4614
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.532312508208946,,RU,"0",,"0",PROTECCION,5323.1245
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.084786721684787,,RU,"0",,"0",PROTECCION,847.8677
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.018197728060967,,RU,"0",,"0",PROTECCION,181.9775
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.044636575375724,,RU,"0",,"0",PROTECCION,446.3638
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,1.881887399946380,,RU,"0",,"0",PROTECCION,18818.8726
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,2.748447797355440,,RU,"0",,"0",PROTECCION,27484.4775
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.549804573718195,,RU,"0",,"0",PROTECCION,5498.0464
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.534600699862922,,RU,"0",,"0",PROTECCION,5346.0063
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.091599698464704,,RU,"0",,"0",PROTECCION,915.9980
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.062439849005947,,RU,"0",,"0",PROTECCION,624.3984
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.487698215388282,,RU,"0",,"0",PROTECCION,4876.9810
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.358112257417699,,RU,"0",,"0",PROTECCION,3581.1240
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.118528072548244,,RU,"0",,"0",PROTECCION,1185.2813
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.146018262076867,,RU,"0",,"0",PROTECCION,1460.1826
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.009223101691260,,RU,"0",,"0",PROTECCION,92.2310
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,1.445107891679376,,RU,"0",,"0",PROTECCION,14451.0796
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.140986761425363,,RU,"0",,"0",PROTECCION,1409.8696
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.041253282793957,,RU,"0",,"0",PROTECCION,412.5332
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.750929525168109,,RU,"0",,"0",PROTECCION,7509.2969
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.154858291227809,,RU,"0",,"0",PROTECCION,1548.5840
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.237560438579817,,RU,"0",,"0",PROTECCION,2375.6050
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.296155830703736,,RU,"0",,"0",PROTECCION,2961.5586
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.010619709930618,,RU,"0",,"0",PROTECCION,106.1963
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,14.824178060372692,,RU,"0",,"0",PROTECCION,148241.7837
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,2.501227168457770,,RU,"0",,"0",PROTECCION,25012.2705
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,0.932156460297244,,RU,"0",,"0",PROTECCION,9321.5640
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010159",,,,226.532263784152633,,RU,"0",,"0",PROTECCION,2265322.6372
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010154",,,,60.147835004234430,,RU,"0",,"0",PRODUCCION,601478.3462
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,28.793661913447931,,RU,"0",,"0",PROTECCION,287936.6191
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,191.259258314539949,,RU,"0",,"0",PRODUCCION,1912592.5889
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010155",,,,33.389234584033524,,RU,"0",,"0",PROTECCION,333892.3418
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010154",,,,238.021739917596136,,RU,"0",,"0",PRODUCCION,2380217.4058
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,350.805046674959215,,RU,"0",,"0",PROTECCION,3508050.4688
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,2319.513719669999773,,RU,"0",,"0",PROTECCION,23195137.2139
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR03,AREA DE CONSERVACION Y USO SUSTENTABLE,RURAL,PROTECCION,ACUS,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010155",,,,15618.014561899999535,,RU,"0",,"0",PROTECCION,156180145.6514
88677.44,182730729.35,"010154",CHECA (JIDCAY),18279.62301000,CHECA,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010154",,,,89.208891796170903,,RU,"0",,"0",PROTECCION,892088.9121
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Urbano-Parroquial,Mejoramiento integral,Media,35.553235395345339,UP-OCP-1,UP,"200",Media,"3",SUELO URBANO NO CONSOLIDADO,355532.3496
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010159",,,,9.851418356375911,,RU,"0",,"0",PRODUCCION,98514.1841
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010159",,,,14.965292897617987,,RU,"0",,"0",PRODUCCION,149652.9307
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010159",,,,2.956112751471574,,RU,"0",,"0",PRODUCCION,29561.1294
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010159",,,,0.105373181193695,,RU,"0",,"0",PRODUCCION,1053.7310
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010159",,,,4.173823708100688,,RU,"0",,"0",PRODUCCION,41738.2334
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679670597033,,RU,"0",,"0",PRODUCCION,123606.7969
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679993444135,,RU,"0",,"0",PRODUCCION,123606.8003
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360682562527037,,RU,"0",,"0",PRODUCCION,123606.8262
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679816403133,,RU,"0",,"0",PRODUCCION,123606.7969
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,9.442831706223892,,RU,"0",,"0",PRODUCCION,94428.3154
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360680533211612,,RU,"0",,"0",PRODUCCION,123606.8052
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679529576759,,RU,"0",,"0",PRODUCCION,123606.7959
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360678128574891,,RU,"0",,"0",PRODUCCION,123606.7813
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360678893444012,,RU,"0",,"0",PRODUCCION,123606.7900
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679670644672,,RU,"0",,"0",PRODUCCION,123606.7959
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679987318253,,RU,"0",,"0",PRODUCCION,123606.8013
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679670620852,,RU,"0",,"0",PRODUCCION,123606.7974
22196.78,21150818.25,"010159",OCTAVIO CORDERO PALACIOS (STA. ROSA),2116.05479500,OCTAVIO CORDERO PALACIOS,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010159",,,,12.360679958690087,,RU,"0",,"0",PRODUCCION,123606.7983
