perimetro,area,DPA_PARROQ,DPA_DESPAR,Area ha,Parroquia,COD,PIT,CLASIFICAC,SUBCLASIFI,NIVEL_USO,PIT_TRATAM,ACT_GENERA,USO_GENERA,SECTOR,COD_UE,SUBCLAS_UR,COD_PARR,ubicacion,tratamient,densidad,area_2,codigo,zona,LOTE_MIN,DENS_PROP,ALTURA_MAX,SUBCLASS,area_m2
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010168",,,,9.523092041889992,,RU,"0",,"0",PROTECCION,95230.9136
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,SI02,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,RURAL,SUELO RURAL DE EXPANSION URBANA,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,114.867580463223092,EXP-CUM-2,EXP,"600",Baja,"0",SUELO RURAL DE EXPANSION URBANA,1148675.8037
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,SI01,AREA INDUSTRIAL,URBANO,SUELO URBANO NO CONSOLIDADO,INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,49.419899286260069,UP-TAR-5,UP,"600",Baja,"0",SUELO URBANO NO CONSOLIDADO,494198.9976
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,SI01,AREA INDUSTRIAL,URBANO,SUELO URBANO NO CONSOLIDADO,INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,56.323134730302357,UP-TAR-6,UP,"600",Baja,"0",SUELO URBANO NO CONSOLIDADO,563231.3467
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Consolidacion,Media,15.213905591455276,UP-TAR-4,UP,"120",Media,"4",SUELO URBANO NO CONSOLIDADO,152139.0547
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Mejoramiento integral,Media,28.636305088359340,UP-TAR-2,UP,"500",Media,"4",SUELO URBANO NO CONSOLIDADO,286363.0532
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Mejoramiento integral,Media,21.106833634169931,UP-TAR-3,UP,"1000",Media,"2",SUELO URBANO NO CONSOLIDADO,211068.3369
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Mejoramiento integral,Media,18.454993566466484,UP-TAR-1,UP,"2000",Media,"1",SUELO URBANO NO CONSOLIDADO,184549.9360
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,22.274432897881507,,RU,"0",,"0",PRODUCCION,222744.3291
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,51.639653152384845,,RU,"0",,"0",PRODUCCION,516396.5327
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,2.022213103540745,,RU,"0",,"0",PRODUCCION,20222.1299
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,5.659467158162038,,RU,"0",,"0",PRODUCCION,56594.6709
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,67.357039804285108,,RU,"0",,"0",PRODUCCION,673570.3955
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,9.162420754042264,,RU,"0",,"0",PRODUCCION,91624.2051
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,2.604988772579499,,RU,"0",,"0",PRODUCCION,26049.8896
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,6.851527211211288,,RU,"0",,"0",PRODUCCION,68515.2710
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,4.010379800713975,,RU,"0",,"0",PRODUCCION,40103.7959
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,2.680267368862601,,RU,"0",,"0",PRODUCCION,26802.6777
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,153.458685226294421,,RU,"0",,"0",PRODUCCION,1534586.8477
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,18.220264832066640,,RU,"0",,"0",PRODUCCION,182202.6528
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,1.215719095444215,,RU,"0",,"0",PRODUCCION,12157.1909
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,28.247608230784522,,RU,"0",,"0",PRODUCCION,282476.0796
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,78.210499801990835,,RU,"0",,"0",PRODUCCION,782104.9956
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,8.213734549331202,,RU,"0",,"0",PRODUCCION,82137.3457
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010168",,,,2.042584510214065,,RU,"0",,"0",PRODUCCION,20425.8428
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010170",,,,3.193061877772511,,RU,"0",,"0",PRODUCCION,31930.6187
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010171",,,,317.654471811006147,,RU,"0",,"0",PRODUCCION,3176544.7251
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010171",,,,46.454017280569524,,RU,"0",,"0",PRODUCCION,464540.1772
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010151",,,,20.061962180630410,,RU,"0",,"0",PRODUCCION,200619.6260
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,51.869927856104574,,RU,"0",,"0",PRODUCCION,518699.2700
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,17.961453678156872,,RU,"0",,"0",PRODUCCION,179614.5371
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,9.381581953784899,,RU,"0",,"0",PRODUCCION,93815.8203
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,37.489562487674611,,RU,"0",,"0",PRODUCCION,374895.6260
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,8.113867894426686,,RU,"0",,"0",PRODUCCION,81138.6782
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,34.635712852468025,,RU,"0",,"0",PRODUCCION,346357.1279
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,8.848606982145609,,RU,"0",,"0",PRODUCCION,88486.0693
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,37.190766532497754,,RU,"0",,"0",PRODUCCION,371907.6699
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,20.641948132482092,,RU,"0",,"0",PRODUCCION,206419.4795
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,16.958101851030587,,RU,"0",,"0",PRODUCCION,169581.0186
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,38.016366138997746,,RU,"0",,"0",PRODUCCION,380163.6621
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,15.225252131825608,,RU,"0",,"0",PRODUCCION,152252.5195
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,16.672716024927777,,RU,"0",,"0",PRODUCCION,166727.1592
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,30.207515176066941,,RU,"0",,"0",PRODUCCION,302075.1543
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,46.153991730714253,,RU,"0",,"0",PRODUCCION,461539.9160
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,41.244352474800372,,RU,"0",,"0",PRODUCCION,412443.5239
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,38.414314079422056,,RU,"0",,"0",PRODUCCION,384143.1392
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,25.929437318559888,,RU,"0",,"0",PRODUCCION,259294.3730
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,26.844332899548263,,RU,"0",,"0",PRODUCCION,268443.3330
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,9.403426447993303,,RU,"0",,"0",PRODUCCION,94034.2637
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,56.923447894497599,,RU,"0",,"0",PRODUCCION,569234.4707
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02,ASENTAMIENTO RURAL CONCENTRADO,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010171",,,,57.252254845829576,,RU,"0",,"0",PRODUCCION,572522.5454
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,11.842065135236647,,RU,"0",,"0",PRODUCCION,118420.6494
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360679608291383,,RU,"0",,"0",PRODUCCION,123606.7959
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360680065413442,,RU,"0",,"0",PRODUCCION,123606.8008
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360680846213175,,RU,"0",,"0",PRODUCCION,123606.8091
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360679670597033,,RU,"0",,"0",PRODUCCION,123606.7964
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360679837088641,,RU,"0",,"0",PRODUCCION,123606.7983
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360679614364118,,RU,"0",,"0",PRODUCCION,123606.7954
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360679670586746,,RU,"0",,"0",PRODUCCION,123606.7964
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360582541552288,,RU,"0",,"0",PRODUCCION,123605.8262
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,0.008235182088760,,RU,"0",,"0",PRODUCCION,82.3521
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010169",,,,11.586588228194445,,RU,"0",,"0",PRODUCCION,115865.8828
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.355546332874725,,RU,"0",,"0",PRODUCCION,123555.4634
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010169",,,,5.676844312930192,,RU,"0",,"0",PRODUCCION,56768.4419
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010169",,,,25.903534650279006,,RU,"0",,"0",PRODUCCION,259035.3477
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P03,AREA AGRICOLA,RURAL,PRODUCCION,AGRICOLA,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010169",,,,1.294276788093619,,RU,"0",,"0",PRODUCCION,12942.7686
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010169",,,,1.251380540399858,,RU,"0",,"0",PRODUCCION,12513.8052
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010169",,,,418.134034537249477,,RU,"0",,"0",PRODUCCION,4181340.3535
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010170",,,,85.074383937597787,,RU,"0",,"0",PRODUCCION,850743.8403
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010151",,,,0.983296750484997,,RU,"0",,"0",PRODUCCION,9832.9673
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010151",,,,0.546061934502036,,RU,"0",,"0",PRODUCCION,5460.6206
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010151",,,,1.234602218553369,,RU,"0",,"0",PRODUCCION,12346.0181
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,0.088622673604989,,RU,"0",,"0",PRODUCCION,886.2275
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,112.456684250065294,,RU,"0",,"0",PRODUCCION,1124566.8457
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,7.123746961871034,,RU,"0",,"0",PRODUCCION,71237.4692
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,28.507921188034810,,RU,"0",,"0",PRODUCCION,285079.2129
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,105.398006071850631,,RU,"0",,"0",PRODUCCION,1053980.0635
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,93.552866690347955,,RU,"0",,"0",PRODUCCION,935528.6680
91091.51,150786544.73,"010168",TARQUI,15084.07339000,TARQUI,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010168",,,,30.415632288248602,,RU,"0",,"0",PRODUCCION,304156.3208
